Device_Type,Region,Base_Lifespan,Current_Age_Years,Usage_Hours_Per_Day,Dust_Index,Humidity_Index,Temperature_Stress,Power_Outage_Freq,Maintenance_Frequency,Actual_Total_Lifespan,Remaining_Useful_Life,Is_Failed
Computer,Pune/Nashik,6,1.01,5.6,0.53,0.45,0.5,High,Annual,4.37,3.36,0
Projector,Konkan/Mumbai,5,3.74,4.8,0.5,0.79,0.52,Low,Biannual,4.96,1.22,0
Projector,Konkan/Mumbai,5,3.08,7.1,0.53,0.93,0.61,Low,Annual,4.03,0.95,0
Hard Disk / SSD,Konkan/Mumbai,5,0.58,8.3,0.36,0.8,0.5,Medium,Annual,2.99,2.41,0
Smartphone,Vidarbha/Marathwada,4,2.06,5.3,0.82,0.43,0.99,High,Annual,3.87,1.81,0
Keyboard,Konkan/Mumbai,4,2.6,9.8,0.36,0.96,0.71,Medium,Rare,2.12,0.0,1
Hard Disk / SSD,Konkan/Mumbai,5,1.2,9.9,0.57,0.8,0.67,Medium,Annual,3.05,1.85,0
Printer,Konkan/Mumbai,5,0.81,7.7,0.55,0.94,0.78,Low,Biannual,4.67,3.86,0
Hard Disk / SSD,Konkan/Mumbai,5,3.34,3.6,0.34,0.72,0.58,Low,Annual,4.52,1.18,0
Projector,Vidarbha/Marathwada,5,2.63,9.3,0.87,0.22,0.77,High,Annual,2.77,0.14,0
Computer,Konkan/Mumbai,6,3.4,3.6,0.3,0.73,0.73,Medium,Rare,4.84,1.44,0
Computer,Konkan/Mumbai,6,4.53,8.7,0.33,0.9,0.55,Medium,Biannual,3.94,0.0,1
Router / Switch,Vidarbha/Marathwada,6,0.28,3.4,0.73,0.25,0.75,High,Rare,3.94,3.66,0
Hard Disk / SSD,Pune/Nashik,5,4.2,4.6,0.64,0.7,0.42,High,Rare,3.28,0.0,1
Router / Switch,Pune/Nashik,6,1.97,2.1,0.69,0.56,0.49,High,Rare,4.28,2.31,0
Router / Switch,Pune/Nashik,6,0.52,6.7,0.57,0.7,0.63,Medium,Biannual,4.95,4.43,0
Hard Disk / SSD,Konkan/Mumbai,5,3.76,7.1,0.37,0.9,0.79,Medium,Rare,2.78,0.0,1
Hard Disk / SSD,Pune/Nashik,5,2.44,6.0,0.55,0.42,0.46,Medium,Rare,3.49,1.05,0
Hard Disk / SSD,Konkan/Mumbai,5,0.25,4.7,0.51,0.72,0.72,High,Rare,2.53,2.28,0
Monitor,Pune/Nashik,7,1.5,6.4,0.52,0.43,0.65,Medium,Rare,5.49,3.99,0
Computer,Pune/Nashik,6,3.11,7.8,0.7,0.67,0.48,High,Rare,2.62,0.0,1
Projector,Konkan/Mumbai,5,4.86,2.9,0.5,0.79,0.6,Low,Annual,4.62,0.0,1
Projector,Konkan/Mumbai,5,1.4,10.0,0.57,0.73,0.74,High,Rare,2.38,0.98,0
Motherboard,Vidarbha/Marathwada,8,1.19,2.4,0.7,0.27,0.73,High,Rare,4.61,3.42,0
Router / Switch,Vidarbha/Marathwada,6,1.47,5.4,0.8,0.43,0.71,Medium,Rare,4.12,2.65,0
Printer,Pune/Nashik,5,4.01,9.9,0.6,0.43,0.66,High,Rare,3.06,0.0,1
Printer,Konkan/Mumbai,5,1.54,2.7,0.34,0.91,0.59,Medium,Annual,5.64,4.1,0
Motherboard,Vidarbha/Marathwada,8,4.38,5.5,0.72,0.22,0.83,Medium,Rare,4.66,0.28,0
Projector,Vidarbha/Marathwada,5,0.13,6.7,0.7,0.36,0.96,Medium,Annual,4.09,3.96,0
Motherboard,Vidarbha/Marathwada,8,0.13,8.7,0.86,0.47,0.74,Medium,Biannual,5.1,4.97,0
Computer,Vidarbha/Marathwada,6,1.65,2.6,0.69,0.39,0.86,High,Annual,4.11,2.46,0
Motherboard,Vidarbha/Marathwada,8,3.38,7.1,0.77,0.41,0.94,High,Biannual,5.5,2.12,0
Monitor,Konkan/Mumbai,7,0.68,5.0,0.31,0.73,0.73,Medium,Rare,5.51,4.83,0
Hard Disk / SSD,Vidarbha/Marathwada,5,3.5,7.4,0.71,0.27,0.81,Medium,Rare,2.94,0.0,1
Smartphone,Konkan/Mumbai,4,3.88,5.6,0.44,0.94,0.51,Low,Rare,3.26,0.0,1
Hard Disk / SSD,Pune/Nashik,5,0.0,7.9,0.51,0.67,0.45,Medium,Rare,2.85,2.85,0
Mouse,Pune/Nashik,3,0.8,7.7,0.47,0.53,0.42,Medium,Rare,1.91,1.11,0
Hard Disk / SSD,Pune/Nashik,5,3.02,2.3,0.47,0.44,0.48,Medium,Rare,4.05,1.03,0
Printer,Pune/Nashik,5,2.49,5.8,0.54,0.51,0.5,Medium,Annual,4.77,2.28,0
Keyboard,Konkan/Mumbai,4,3.38,7.1,0.54,0.89,0.68,High,Rare,2.7,0.0,1
Keyboard,Vidarbha/Marathwada,4,4.21,3.2,0.92,0.3,0.71,Medium,Rare,3.43,0.0,1
Printer,Konkan/Mumbai,5,1.52,9.6,0.3,0.88,0.62,High,Rare,2.8,1.28,0
Monitor,Vidarbha/Marathwada,7,0.48,8.2,0.82,0.45,0.75,High,Biannual,5.71,5.23,0
Router / Switch,Vidarbha/Marathwada,6,4.13,9.4,0.9,0.25,0.71,Low,Rare,3.83,0.0,1
Mouse,Pune/Nashik,3,3.3,9.0,0.42,0.6,0.69,Low,Annual,2.42,0.0,1
Monitor,Pune/Nashik,7,4.6,4.1,0.52,0.53,0.44,Medium,Biannual,6.84,2.24,0
Mouse,Konkan/Mumbai,3,3.13,8.0,0.52,0.89,0.62,High,Biannual,2.31,0.0,1
Monitor,Konkan/Mumbai,7,2.89,3.6,0.57,0.71,0.63,High,Rare,5.84,2.95,0
Hard Disk / SSD,Pune/Nashik,5,0.33,8.9,0.43,0.59,0.57,High,Biannual,3.26,2.93,0
Router / Switch,Pune/Nashik,6,0.04,5.0,0.47,0.45,0.5,High,Biannual,4.46,4.42,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.73,8.7,0.89,0.3,0.87,Low,Rare,2.86,1.13,0
Projector,Konkan/Mumbai,5,3.98,5.7,0.37,0.87,0.62,Medium,Rare,3.18,0.0,1
Mouse,Pune/Nashik,3,1.58,3.7,0.57,0.55,0.67,High,Rare,2.23,0.65,0
Hard Disk / SSD,Pune/Nashik,5,1.66,4.1,0.49,0.44,0.68,Low,Rare,4.3,2.64,0
Monitor,Pune/Nashik,7,3.47,7.1,0.7,0.46,0.42,High,Rare,4.82,1.35,0
Monitor,Konkan/Mumbai,7,2.16,9.1,0.4,1.0,0.73,Medium,Annual,4.92,2.76,0
Mouse,Konkan/Mumbai,3,0.73,4.3,0.31,0.81,0.63,High,Annual,2.63,1.9,0
Printer,Pune/Nashik,5,3.5,3.0,0.66,0.62,0.56,Low,Rare,3.93,0.43,0
Printer,Pune/Nashik,5,3.66,8.3,0.44,0.65,0.55,Medium,Rare,3.0,0.0,1
Motherboard,Konkan/Mumbai,8,1.97,6.0,0.6,0.93,0.71,Low,Rare,4.37,2.4,0
Keyboard,Pune/Nashik,4,3.11,5.0,0.49,0.43,0.63,Medium,Annual,3.82,0.71,0
Keyboard,Konkan/Mumbai,4,1.32,6.7,0.53,0.71,0.52,Low,Annual,3.69,2.37,0
Computer,Vidarbha/Marathwada,6,3.14,4.1,0.64,0.2,0.91,High,Biannual,5.09,1.95,0
Keyboard,Vidarbha/Marathwada,4,2.4,2.6,0.7,0.35,0.98,Medium,Rare,3.25,0.85,0
Motherboard,Pune/Nashik,8,0.07,5.9,0.42,0.55,0.6,High,Rare,4.23,4.16,0
Hard Disk / SSD,Konkan/Mumbai,5,4.04,4.5,0.42,0.84,0.59,Low,Biannual,5.27,1.23,0
Monitor,Vidarbha/Marathwada,7,6.68,7.6,0.88,0.35,0.84,Low,Biannual,5.89,0.0,1
Smartphone,Konkan/Mumbai,4,0.86,4.9,0.5,0.82,0.54,Medium,Annual,3.56,2.7,0
Monitor,Pune/Nashik,7,2.12,7.4,0.4,0.44,0.53,Low,Rare,4.5,2.38,0
Computer,Pune/Nashik,6,1.12,3.9,0.69,0.54,0.61,Low,Rare,4.3,3.18,0
Router / Switch,Vidarbha/Marathwada,6,3.57,6.5,0.93,0.32,0.8,Low,Rare,4.39,0.82,0
Mouse,Pune/Nashik,3,1.67,7.7,0.61,0.67,0.41,Medium,Rare,2.09,0.42,0
Motherboard,Vidarbha/Marathwada,8,4.16,2.9,0.85,0.48,0.94,High,Annual,5.16,1.0,0
Hard Disk / SSD,Konkan/Mumbai,5,1.17,8.1,0.47,0.94,0.51,Medium,Rare,2.26,1.09,0
Mouse,Vidarbha/Marathwada,3,2.84,2.8,0.88,0.31,0.91,Medium,Annual,3.3,0.46,0
Monitor,Konkan/Mumbai,7,4.2,9.6,0.46,0.87,0.52,Medium,Annual,5.15,0.95,0
Computer,Pune/Nashik,6,4.84,5.6,0.59,0.43,0.51,Medium,Annual,4.78,0.0,1
Computer,Pune/Nashik,6,3.28,2.9,0.44,0.41,0.44,High,Annual,4.56,1.28,0
Smartphone,Pune/Nashik,4,2.41,6.1,0.57,0.69,0.68,Medium,Annual,3.49,1.08,0
Router / Switch,Konkan/Mumbai,6,4.93,3.5,0.47,0.84,0.55,Low,Biannual,6.98,2.05,0
Projector,Pune/Nashik,5,1.8,8.1,0.59,0.59,0.53,Medium,Rare,2.76,0.96,0
Keyboard,Pune/Nashik,4,1.3,6.1,0.68,0.62,0.6,Medium,Biannual,3.51,2.21,0
Projector,Pune/Nashik,5,3.93,3.6,0.4,0.4,0.41,Medium,Rare,3.81,0.0,1
Smartphone,Pune/Nashik,4,0.64,4.8,0.5,0.5,0.61,Low,Rare,3.05,2.41,0
Hard Disk / SSD,Konkan/Mumbai,5,3.04,9.6,0.51,0.92,0.63,Medium,Biannual,3.11,0.07,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.15,6.8,0.88,0.5,0.94,Medium,Biannual,3.85,3.7,0
Keyboard,Vidarbha/Marathwada,4,2.55,6.6,0.94,0.44,0.76,Low,Rare,3.12,0.57,0
Keyboard,Pune/Nashik,4,4.35,3.1,0.66,0.5,0.57,Medium,Annual,4.15,0.0,1
Mouse,Pune/Nashik,3,3.59,2.0,0.4,0.48,0.45,Medium,Rare,2.88,0.0,1
Smartphone,Vidarbha/Marathwada,4,1.84,3.3,0.86,0.3,0.83,High,Rare,3.54,1.7,0
Monitor,Vidarbha/Marathwada,7,0.9,6.0,0.84,0.21,0.93,Medium,Rare,4.85,3.95,0
Motherboard,Vidarbha/Marathwada,8,6.26,2.3,0.62,0.49,0.71,Medium,Biannual,6.98,0.72,0
Motherboard,Konkan/Mumbai,8,0.62,2.4,0.49,0.94,0.52,Medium,Rare,5.13,4.51,0
Router / Switch,Vidarbha/Marathwada,6,4.72,3.2,0.85,0.43,0.87,Medium,Annual,5.91,1.19,0
Keyboard,Pune/Nashik,4,3.17,6.7,0.55,0.62,0.41,High,Biannual,4.0,0.83,0
Computer,Pune/Nashik,6,3.76,5.2,0.55,0.65,0.56,Medium,Rare,3.91,0.15,0
Printer,Konkan/Mumbai,5,0.71,8.8,0.45,0.72,0.6,Medium,Rare,3.33,2.62,0
Hard Disk / SSD,Vidarbha/Marathwada,5,3.7,5.4,0.82,0.48,0.75,Low,Biannual,5.26,1.56,0
Printer,Konkan/Mumbai,5,3.72,8.6,0.31,0.99,0.7,Medium,Biannual,3.84,0.12,0
Keyboard,Konkan/Mumbai,4,2.57,5.7,0.35,0.85,0.52,High,Rare,2.71,0.14,0
Monitor,Vidarbha/Marathwada,7,2.36,5.9,0.82,0.2,0.84,High,Biannual,6.97,4.61,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.57,7.0,0.64,0.48,0.75,Medium,Annual,3.45,1.88,0
Computer,Konkan/Mumbai,6,2.65,4.4,0.55,0.93,0.63,Low,Annual,4.86,2.21,0
Motherboard,Vidarbha/Marathwada,8,1.11,7.9,0.95,0.23,0.73,High,Annual,4.17,3.06,0
Mouse,Pune/Nashik,3,1.08,9.3,0.65,0.61,0.53,Medium,Biannual,2.29,1.21,0
Smartphone,Konkan/Mumbai,4,0.73,3.1,0.43,0.87,0.63,Medium,Rare,3.24,2.51,0
Motherboard,Vidarbha/Marathwada,8,4.44,3.9,0.84,0.37,0.77,Medium,Rare,4.59,0.15,0
Motherboard,Vidarbha/Marathwada,8,0.51,7.8,0.94,0.45,0.91,Medium,Rare,3.91,3.4,0
Monitor,Konkan/Mumbai,7,6.32,5.7,0.46,0.84,0.6,Medium,Annual,6.51,0.19,0
Printer,Vidarbha/Marathwada,5,2.36,9.2,0.93,0.31,0.78,Medium,Rare,3.14,0.78,0
Keyboard,Vidarbha/Marathwada,4,0.43,9.0,0.85,0.44,0.99,Medium,Rare,2.26,1.83,0
Projector,Vidarbha/Marathwada,5,1.55,5.7,0.69,0.43,0.83,Medium,Annual,3.77,2.22,0
Printer,Pune/Nashik,5,0.11,8.1,0.5,0.55,0.43,High,Rare,3.11,3.0,0
Smartphone,Pune/Nashik,4,1.5,9.0,0.51,0.46,0.6,Medium,Rare,2.67,1.17,0
Smartphone,Pune/Nashik,4,3.49,5.5,0.52,0.44,0.41,High,Rare,3.03,0.0,1
Smartphone,Konkan/Mumbai,4,0.27,2.6,0.37,0.8,0.77,Medium,Rare,3.26,2.99,0
Projector,Pune/Nashik,5,0.09,2.3,0.57,0.49,0.53,High,Rare,4.27,4.18,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.45,4.0,0.62,0.31,0.89,High,Annual,3.92,3.47,0
Hard Disk / SSD,Pune/Nashik,5,0.45,8.5,0.52,0.44,0.61,High,Rare,2.62,2.17,0
Router / Switch,Pune/Nashik,6,4.56,5.6,0.63,0.67,0.53,High,Rare,3.87,0.0,1
Router / Switch,Konkan/Mumbai,6,1.14,9.3,0.49,0.77,0.56,Medium,Biannual,4.43,3.29,0
Printer,Vidarbha/Marathwada,5,0.01,6.2,0.63,0.32,0.72,High,Rare,3.58,3.57,0
Motherboard,Konkan/Mumbai,8,5.03,3.0,0.45,0.73,0.6,Low,Rare,5.61,0.58,0
Projector,Konkan/Mumbai,5,2.22,8.9,0.59,0.78,0.73,Medium,Rare,2.74,0.52,0
Monitor,Vidarbha/Marathwada,7,2.85,9.1,0.9,0.29,0.9,High,Rare,4.05,1.2,0
Projector,Konkan/Mumbai,5,1.43,8.7,0.4,0.98,0.71,Medium,Rare,2.9,1.47,0
Printer,Konkan/Mumbai,5,1.62,9.5,0.45,0.86,0.52,Low,Annual,3.48,1.86,0
Keyboard,Konkan/Mumbai,4,2.74,8.0,0.53,0.99,0.61,Low,Biannual,3.25,0.51,0
Computer,Pune/Nashik,6,1.03,7.3,0.67,0.47,0.44,Medium,Rare,3.36,2.33,0
Printer,Vidarbha/Marathwada,5,3.2,3.1,0.8,0.44,0.78,Medium,Annual,5.25,2.05,0
Smartphone,Pune/Nashik,4,1.55,7.8,0.62,0.44,0.53,Medium,Rare,2.79,1.24,0
Mouse,Vidarbha/Marathwada,3,1.93,8.5,0.86,0.23,0.91,High,Annual,2.39,0.46,0
Monitor,Konkan/Mumbai,7,2.22,9.6,0.57,0.77,0.71,Medium,Rare,4.24,2.02,0
Printer,Konkan/Mumbai,5,0.89,8.2,0.39,0.79,0.65,Medium,Annual,3.9,3.01,0
Router / Switch,Konkan/Mumbai,6,0.06,4.8,0.49,0.84,0.61,High,Annual,4.23,4.17,0
Keyboard,Vidarbha/Marathwada,4,3.79,3.2,0.88,0.27,0.83,Medium,Rare,3.59,0.0,1
Router / Switch,Vidarbha/Marathwada,6,1.17,9.6,0.83,0.42,0.84,Medium,Biannual,4.19,3.02,0
Printer,Vidarbha/Marathwada,5,2.85,6.9,0.82,0.32,0.73,High,Annual,4.31,1.46,0
Motherboard,Vidarbha/Marathwada,8,0.61,7.5,0.63,0.4,0.76,Medium,Annual,5.37,4.76,0
Mouse,Pune/Nashik,3,3.09,8.7,0.5,0.64,0.44,Medium,Annual,2.14,0.0,1
Mouse,Konkan/Mumbai,3,4.52,3.5,0.32,0.72,0.6,Low,Biannual,3.6,0.0,1
Router / Switch,Pune/Nashik,6,2.81,4.0,0.56,0.5,0.49,Medium,Biannual,5.45,2.64,0
Computer,Vidarbha/Marathwada,6,2.16,5.7,0.83,0.21,0.97,Medium,Rare,3.29,1.13,0
Monitor,Konkan/Mumbai,7,1.62,7.9,0.44,0.7,0.54,High,Rare,4.6,2.98,0
Printer,Vidarbha/Marathwada,5,4.63,6.2,0.72,0.24,0.89,Medium,Rare,3.93,0.0,1
Router / Switch,Konkan/Mumbai,6,1.76,7.1,0.41,0.86,0.55,Medium,Rare,4.12,2.36,0
Router / Switch,Vidarbha/Marathwada,6,3.74,9.4,0.65,0.4,0.83,High,Annual,3.41,0.0,1
Smartphone,Vidarbha/Marathwada,4,1.23,5.2,0.92,0.21,0.81,High,Rare,2.87,1.64,0
Monitor,Pune/Nashik,7,5.46,7.2,0.6,0.53,0.62,Medium,Annual,6.26,0.8,0
Hard Disk / SSD,Pune/Nashik,5,0.31,7.3,0.57,0.49,0.48,High,Rare,2.79,2.48,0
Computer,Vidarbha/Marathwada,6,2.65,3.5,0.67,0.32,0.83,Medium,Rare,4.24,1.59,0
Mouse,Pune/Nashik,3,2.02,9.9,0.65,0.64,0.65,Medium,Annual,1.87,0.0,1
Monitor,Konkan/Mumbai,7,4.0,6.4,0.36,0.88,0.66,Medium,Rare,4.76,0.76,0
Router / Switch,Vidarbha/Marathwada,6,1.31,6.7,0.72,0.39,0.79,High,Rare,3.45,2.14,0
Hard Disk / SSD,Konkan/Mumbai,5,5.66,3.3,0.46,0.84,0.74,Low,Biannual,4.83,0.0,1
Printer,Konkan/Mumbai,5,2.49,5.2,0.59,0.74,0.7,Medium,Rare,4.04,1.55,0
Keyboard,Vidarbha/Marathwada,4,2.34,7.5,0.62,0.35,0.81,High,Rare,2.66,0.32,0
Monitor,Pune/Nashik,7,5.31,5.7,0.66,0.7,0.49,High,Rare,4.77,0.0,1
Computer,Pune/Nashik,6,3.98,5.1,0.4,0.46,0.59,Low,Rare,4.89,0.91,0
Printer,Konkan/Mumbai,5,3.43,9.5,0.37,0.88,0.71,Medium,Annual,3.57,0.14,0
Printer,Konkan/Mumbai,5,4.85,2.1,0.59,0.85,0.54,Medium,Biannual,5.89,1.04,0
Monitor,Konkan/Mumbai,7,0.04,2.2,0.59,0.88,0.7,High,Rare,5.52,5.48,0
Keyboard,Vidarbha/Marathwada,4,2.97,6.6,0.71,0.3,0.73,High,Annual,3.52,0.55,0
Keyboard,Pune/Nashik,4,1.72,7.0,0.62,0.57,0.62,Medium,Annual,3.54,1.82,0
Router / Switch,Vidarbha/Marathwada,6,4.87,6.6,0.78,0.38,0.77,Medium,Annual,4.35,0.0,1
Hard Disk / SSD,Vidarbha/Marathwada,5,2.41,2.6,0.77,0.4,0.8,Low,Annual,5.34,2.93,0
Hard Disk / SSD,Pune/Nashik,5,5.71,4.0,0.51,0.45,0.68,Medium,Annual,4.86,0.0,1
Printer,Konkan/Mumbai,5,5.05,2.5,0.42,0.97,0.63,Medium,Rare,4.63,0.0,1
Projector,Pune/Nashik,5,4.6,8.5,0.49,0.65,0.46,High,Biannual,4.01,0.0,1
Monitor,Pune/Nashik,7,1.02,7.6,0.45,0.58,0.68,High,Biannual,5.77,4.75,0
Projector,Pune/Nashik,5,2.73,8.4,0.68,0.46,0.47,Low,Rare,2.69,0.0,1
Projector,Vidarbha/Marathwada,5,0.29,6.0,0.79,0.46,0.71,Medium,Rare,3.47,3.18,0
Projector,Vidarbha/Marathwada,5,0.68,7.5,0.91,0.29,0.95,Medium,Rare,2.85,2.17,0
Keyboard,Pune/Nashik,4,3.45,5.9,0.53,0.53,0.43,High,Annual,3.26,0.0,1
Printer,Pune/Nashik,5,0.79,10.0,0.42,0.46,0.48,Low,Annual,3.74,2.95,0
Monitor,Vidarbha/Marathwada,7,6.16,3.8,0.64,0.33,0.94,Medium,Rare,6.27,0.11,0
Projector,Konkan/Mumbai,5,3.38,9.7,0.46,0.85,0.63,Medium,Biannual,3.8,0.42,0
Router / Switch,Konkan/Mumbai,6,1.35,4.4,0.43,0.85,0.75,High,Rare,3.92,2.57,0
Hard Disk / SSD,Konkan/Mumbai,5,4.32,4.8,0.6,0.73,0.56,Medium,Biannual,4.07,0.0,1
Smartphone,Pune/Nashik,4,4.03,8.3,0.54,0.48,0.46,Medium,Annual,3.06,0.0,1
Router / Switch,Vidarbha/Marathwada,6,4.78,8.1,0.7,0.5,0.7,Low,Annual,5.17,0.39,0
Monitor,Pune/Nashik,7,0.15,8.7,0.63,0.55,0.62,Medium,Annual,4.98,4.83,0
Projector,Pune/Nashik,5,0.38,2.8,0.43,0.53,0.54,Low,Biannual,5.76,5.38,0
Hard Disk / SSD,Pune/Nashik,5,1.35,7.8,0.56,0.65,0.62,High,Rare,2.25,0.9,0
Projector,Konkan/Mumbai,5,3.31,9.0,0.49,0.78,0.79,Medium,Rare,2.74,0.0,1
Hard Disk / SSD,Vidarbha/Marathwada,5,2.45,2.3,0.82,0.4,0.72,Medium,Annual,4.69,2.24,0
Projector,Pune/Nashik,5,4.07,3.9,0.5,0.42,0.6,Medium,Rare,3.73,0.0,1
Hard Disk / SSD,Pune/Nashik,5,4.16,3.4,0.63,0.45,0.52,Low,Rare,3.51,0.0,1
Motherboard,Konkan/Mumbai,8,3.81,4.6,0.59,0.71,0.55,Medium,Annual,5.35,1.54,0
Keyboard,Konkan/Mumbai,4,1.66,2.3,0.32,0.98,0.74,Medium,Rare,3.44,1.78,0
Mouse,Pune/Nashik,3,3.34,4.4,0.45,0.56,0.61,Low,Annual,3.01,0.0,1
Router / Switch,Vidarbha/Marathwada,6,0.49,4.9,0.89,0.41,0.95,High,Annual,4.44,3.95,0
Computer,Vidarbha/Marathwada,6,2.48,6.4,0.74,0.24,0.89,High,Rare,3.08,0.6,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.37,2.3,0.92,0.23,0.81,Low,Rare,4.43,3.06,0
Monitor,Vidarbha/Marathwada,7,6.87,3.7,0.89,0.3,0.82,Low,Rare,5.98,0.0,1
Router / Switch,Vidarbha/Marathwada,6,4.77,4.3,0.71,0.21,0.94,Medium,Rare,4.27,0.0,1
Keyboard,Pune/Nashik,4,0.56,4.7,0.45,0.46,0.61,Medium,Rare,3.22,2.66,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.93,3.4,0.93,0.33,0.73,High,Biannual,4.42,2.49,0
Mouse,Pune/Nashik,3,1.92,7.0,0.7,0.69,0.56,Medium,Rare,2.09,0.17,0
Router / Switch,Pune/Nashik,6,4.47,5.4,0.53,0.65,0.51,Medium,Rare,4.65,0.18,0
Motherboard,Pune/Nashik,8,2.84,2.6,0.52,0.42,0.62,Low,Annual,7.49,4.65,0
Projector,Pune/Nashik,5,1.5,2.2,0.5,0.55,0.69,Medium,Rare,4.07,2.57,0
Mouse,Vidarbha/Marathwada,3,0.83,3.1,0.66,0.3,0.91,Medium,Biannual,3.16,2.33,0
Projector,Vidarbha/Marathwada,5,2.29,6.2,0.76,0.44,0.79,High,Annual,4.07,1.78,0
Motherboard,Vidarbha/Marathwada,8,2.17,7.7,0.85,0.32,0.99,Low,Rare,4.25,2.08,0
Mouse,Konkan/Mumbai,3,1.4,5.1,0.46,0.8,0.7,Medium,Rare,2.33,0.93,0
Computer,Pune/Nashik,6,3.48,2.4,0.47,0.47,0.64,Medium,Rare,4.64,1.16,0
Computer,Konkan/Mumbai,6,1.66,8.2,0.43,0.72,0.51,High,Rare,2.75,1.09,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.3,2.9,0.72,0.47,0.88,Medium,Annual,4.54,4.24,0
Motherboard,Vidarbha/Marathwada,8,4.98,3.5,0.94,0.31,0.71,Medium,Rare,4.83,0.0,1
Printer,Vidarbha/Marathwada,5,3.83,9.1,0.77,0.23,0.91,High,Rare,3.25,0.0,1
Hard Disk / SSD,Pune/Nashik,5,0.43,7.0,0.44,0.56,0.4,Medium,Rare,2.86,2.43,0
Monitor,Vidarbha/Marathwada,7,4.0,8.9,0.8,0.43,1.0,High,Annual,5.27,1.27,0
Monitor,Pune/Nashik,7,3.72,5.0,0.5,0.57,0.66,Medium,Rare,5.58,1.86,0
Smartphone,Konkan/Mumbai,4,0.9,9.0,0.46,0.78,0.53,High,Rare,2.42,1.52,0
Keyboard,Pune/Nashik,4,0.54,4.8,0.67,0.6,0.42,Medium,Rare,3.13,2.59,0
Hard Disk / SSD,Pune/Nashik,5,2.05,9.1,0.66,0.54,0.42,Medium,Rare,2.65,0.6,0
Computer,Vidarbha/Marathwada,6,2.85,9.7,0.87,0.45,0.76,Low,Rare,2.85,0.0,1
Keyboard,Vidarbha/Marathwada,4,0.5,8.9,0.71,0.26,0.71,Medium,Biannual,3.31,2.81,0
Router / Switch,Pune/Nashik,6,5.19,5.5,0.44,0.59,0.49,High,Biannual,4.85,0.0,1
Smartphone,Vidarbha/Marathwada,4,0.58,9.8,0.75,0.23,0.83,High,Annual,2.59,2.01,0
Smartphone,Pune/Nashik,4,4.18,3.7,0.6,0.51,0.52,High,Rare,3.38,0.0,1
Projector,Konkan/Mumbai,5,2.3,7.2,0.59,0.83,0.77,High,Rare,2.67,0.37,0
Router / Switch,Vidarbha/Marathwada,6,4.92,9.5,0.68,0.26,0.83,Medium,Biannual,4.34,0.0,1
Smartphone,Pune/Nashik,4,2.33,7.6,0.69,0.47,0.57,Medium,Annual,3.36,1.03,0
Router / Switch,Konkan/Mumbai,6,2.8,8.2,0.56,0.9,0.64,Medium,Rare,3.1,0.3,0
Printer,Konkan/Mumbai,5,3.35,9.1,0.56,0.71,0.79,Medium,Rare,2.83,0.0,1
Smartphone,Pune/Nashik,4,1.58,3.8,0.46,0.51,0.64,Medium,Rare,3.62,2.04,0
Router / Switch,Vidarbha/Marathwada,6,4.33,8.5,0.77,0.21,0.98,Low,Annual,4.86,0.53,0
Monitor,Pune/Nashik,7,5.31,4.2,0.67,0.67,0.53,Medium,Rare,5.29,0.0,1
Motherboard,Vidarbha/Marathwada,8,4.85,9.5,0.9,0.42,0.8,Low,Biannual,5.35,0.5,0
Smartphone,Konkan/Mumbai,4,1.32,2.9,0.39,0.87,0.59,High,Annual,4.2,2.88,0
Projector,Vidarbha/Marathwada,5,4.44,3.3,0.84,0.47,0.75,High,Annual,4.56,0.12,0
Keyboard,Pune/Nashik,4,0.2,5.7,0.45,0.46,0.56,Medium,Rare,2.77,2.57,0
Hard Disk / SSD,Konkan/Mumbai,5,3.52,6.8,0.35,0.96,0.68,High,Annual,3.42,0.0,1
Computer,Vidarbha/Marathwada,6,0.0,7.1,0.81,0.27,0.92,High,Annual,3.99,3.99,0
Printer,Konkan/Mumbai,5,3.81,8.9,0.31,0.75,0.71,Low,Rare,2.85,0.0,1
Mouse,Vidarbha/Marathwada,3,0.27,5.4,0.6,0.22,0.92,Medium,Rare,2.42,2.15,0
Hard Disk / SSD,Konkan/Mumbai,5,3.38,4.1,0.43,0.88,0.73,Low,Annual,4.38,1.0,0
Mouse,Konkan/Mumbai,3,1.18,3.4,0.47,0.81,0.57,Low,Biannual,3.6,2.42,0
Router / Switch,Pune/Nashik,6,2.9,5.7,0.48,0.64,0.66,Medium,Rare,3.66,0.76,0
Projector,Konkan/Mumbai,5,1.74,4.8,0.36,0.95,0.6,High,Rare,3.55,1.81,0
Keyboard,Konkan/Mumbai,4,2.29,7.7,0.33,0.83,0.77,Low,Rare,2.44,0.15,0
Projector,Konkan/Mumbai,5,1.94,4.4,0.44,0.84,0.52,Medium,Annual,4.72,2.78,0
Projector,Pune/Nashik,5,0.45,4.1,0.48,0.6,0.51,Medium,Rare,4.0,3.55,0
Smartphone,Pune/Nashik,4,3.96,2.1,0.55,0.43,0.4,Medium,Rare,3.37,0.0,1
