device_type,manufacturer,region,manufacturing_year,base_lifespan_yrs,current_age_yrs,daily_usage_hrs,temperature,environment,power_quality,maintenance,software_load,remaining_life_yrs,failed
Washing Machine,IFB,Konkan/Mumbai,2024,10,0.65,2.1,Hot,Harsh,UPS Protected,Occasional,Light,8.55,0
Camera,Canon,Pune/Nashik,2023,5,1.96,10.1,Normal,Normal,Direct Grid,Occasional,Light,2.76,0
Battery,Exide,Pune/Nashik,2024,3,0.85,1.4,Hot,Clean,Direct Grid,Regular,Light,2.15,0
Battery,Amaron,Pune/Nashik,2022,3,3.06,7.1,Hot,Normal,UPS Protected,Occasional,Office,0.0,1
Laptop,HP,Vidarbha/Marathwada,2021,5,4.09,14.0,Hot,Clean,Frequent Outages,Occasional,Light,0.0,1
Refrigerator,Samsung,Pune/Nashik,2013,12,12.05,1.7,Hot,Normal,UPS Protected,Occasional,Office,0.0,1
Printer,Epson,Pune/Nashik,2025,5,0.35,8.5,Normal,Clean,Direct Grid,None,Office,4.21,0
Smartwatch,Noise,Vidarbha/Marathwada,2025,3,0.25,11.9,Normal,Normal,UPS Protected,None,Heavy,2.62,0
Smartphone,Vivo,Pune/Nashik,2024,4,0.8,9.5,Normal,Normal,Direct Grid,Occasional,Light,3.2,0
Router / Switch,Cisco,Pune/Nashik,2018,6,6.79,8.7,Normal,Normal,UPS Protected,None,Office,0.0,1
Smartphone,Samsung,Konkan/Mumbai,2021,4,3.56,6.7,Cool,Clean,UPS Protected,Occasional,Office,0.31,0
Monitor,Acer,Pune/Nashik,2020,7,5.0,9.6,Hot,Normal,UPS Protected,Occasional,Light,1.23,0
Printer,Brother,Pune/Nashik,2024,5,0.79,3.8,Normal,Clean,Frequent Outages,None,Office,3.9,0
Camera,Nikon,Vidarbha/Marathwada,2020,5,5.0,7.2,Hot,Harsh,Direct Grid,Regular,Office,0.0,1
Keyboard,Logitech,Pune/Nashik,2023,4,2.36,9.3,Cool,Clean,Frequent Outages,Regular,Light,1.1,0
Printer,HP,Konkan/Mumbai,2024,5,1.03,5.4,Normal,Clean,Direct Grid,None,Light,3.74,0
Computer,Lenovo,Vidarbha/Marathwada,2023,6,1.67,4.9,Hot,Normal,Direct Grid,Occasional,Heavy,4.32,0
Smartphone,Xiaomi,Konkan/Mumbai,2020,4,4.64,7.6,Normal,Normal,UPS Protected,Regular,Office,0.0,1
Television,LG,Pune/Nashik,2023,8,1.81,8.7,Hot,Normal,UPS Protected,Occasional,Office,5.88,0
Projector,BenQ,Konkan/Mumbai,2021,5,4.2,3.8,Hot,Normal,Direct Grid,Occasional,Office,0.1,0
Printer,Epson,Konkan/Mumbai,2020,5,5.05,6.0,Cool,Harsh,Direct Grid,Occasional,Light,0.0,1
Smartwatch,Noise,Konkan/Mumbai,2025,3,0.03,11.1,Normal,Normal,UPS Protected,Occasional,Office,2.83,0
Battery,Amaron,Vidarbha/Marathwada,2020,3,4.81,12.3,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Printer,Brother,Pune/Nashik,2023,5,1.84,3.6,Cool,Normal,Direct Grid,Regular,Office,2.94,0
Monitor,Samsung,Pune/Nashik,2023,7,1.86,11.2,Normal,Normal,Direct Grid,None,Office,4.75,0
Laptop,Dell,Pune/Nashik,2024,5,0.67,1.7,Normal,Clean,Direct Grid,Occasional,Office,4.27,0
Router / Switch,Cisco,Pune/Nashik,2021,6,4.38,2.2,Hot,Clean,Direct Grid,Occasional,Heavy,1.06,0
Keyboard,Dell,Konkan/Mumbai,2023,4,2.26,12.2,Cool,Normal,Direct Grid,Occasional,Light,1.64,0
Laptop,Acer,Vidarbha/Marathwada,2021,5,4.06,10.3,Hot,Harsh,Frequent Outages,None,Office,0.0,1
Smartwatch,boAt,Konkan/Mumbai,2021,3,4.3,10.9,Normal,Harsh,UPS Protected,Regular,Light,0.0,1
Mouse,HP,Konkan/Mumbai,2022,3,2.91,4.9,Normal,Normal,Direct Grid,None,Light,0.0,1
Washing Machine,Samsung,Konkan/Mumbai,2022,10,2.67,1.2,Cool,Harsh,UPS Protected,Occasional,Office,7.06,0
Computer,HP,Konkan/Mumbai,2022,6,2.89,5.5,Normal,Normal,UPS Protected,Regular,Light,3.11,0
Camera,Canon,Vidarbha/Marathwada,2020,5,5.41,5.2,Hot,Harsh,Direct Grid,Regular,Office,0.0,1
Hard Disk / SSD,WD,Pune/Nashik,2023,5,2.38,7.4,Normal,Normal,UPS Protected,Occasional,Office,2.12,0
Motherboard,Gigabyte,Konkan/Mumbai,2020,8,5.18,8.9,Normal,Normal,Direct Grid,Occasional,Office,1.65,0
Camera,Logitech,Pune/Nashik,2020,5,4.51,10.4,Hot,Normal,Frequent Outages,None,Office,0.0,1
Washing Machine,LG,Pune/Nashik,2019,10,5.64,4.7,Normal,Clean,Direct Grid,Occasional,Office,3.24,0
Router / Switch,Netgear,Vidarbha/Marathwada,2018,6,6.89,4.5,Cool,Clean,Direct Grid,Occasional,Office,0.0,1
Battery,Generic,Vidarbha/Marathwada,2023,3,2.41,6.9,Cool,Harsh,Frequent Outages,Occasional,Office,0.31,0
Television,LG,Konkan/Mumbai,2023,8,2.39,12.6,Cool,Clean,UPS Protected,Regular,Office,5.11,0
Smartwatch,Samsung,Konkan/Mumbai,2023,3,1.83,11.5,Normal,Normal,Frequent Outages,None,Heavy,0.79,0
Hard Disk / SSD,Crucial,Konkan/Mumbai,2025,5,0.02,10.0,Hot,Clean,UPS Protected,Regular,Office,4.96,0
Motherboard,Gigabyte,Pune/Nashik,2016,8,9.49,8.7,Cool,Clean,Direct Grid,Occasional,Heavy,0.0,1
Smartwatch,boAt,Konkan/Mumbai,2022,3,2.99,3.0,Hot,Clean,Direct Grid,Regular,Office,0.0,1
Refrigerator,LG,Pune/Nashik,2019,12,6.4,6.5,Normal,Clean,UPS Protected,None,Light,4.69,0
Monitor,Acer,Vidarbha/Marathwada,2017,7,7.66,12.6,Hot,Harsh,Frequent Outages,Occasional,Office,0.0,1
Monitor,LG,Konkan/Mumbai,2019,7,6.29,10.6,Hot,Harsh,Direct Grid,None,Office,0.0,1
Refrigerator,Godrej,Pune/Nashik,2014,12,11.04,11.8,Cool,Clean,UPS Protected,Occasional,Office,0.0,1
Air Conditioner,Voltas,Konkan/Mumbai,2019,10,6.48,10.4,Hot,Normal,Direct Grid,None,Office,2.16,0
Television,LG,Vidarbha/Marathwada,2021,8,4.38,7.8,Normal,Clean,Direct Grid,Regular,Office,3.6,0
Washing Machine,Samsung,Konkan/Mumbai,2023,10,2.49,11.0,Hot,Harsh,Direct Grid,None,Light,6.67,0
Computer,HP,Vidarbha/Marathwada,2021,6,4.15,4.8,Hot,Normal,Direct Grid,Regular,Office,1.06,0
Smartwatch,boAt,Pune/Nashik,2024,3,1.25,7.1,Hot,Clean,UPS Protected,Regular,Light,1.75,0
Keyboard,HP,Konkan/Mumbai,2024,4,1.13,2.4,Normal,Normal,UPS Protected,Regular,Light,2.87,0
Washing Machine,Whirlpool,Pune/Nashik,2020,10,4.86,1.8,Cool,Harsh,UPS Protected,Regular,Heavy,5.14,0
Washing Machine,Samsung,Konkan/Mumbai,2022,10,2.83,4.3,Normal,Normal,UPS Protected,None,Light,7.17,0
Computer,Acer,Vidarbha/Marathwada,2017,6,7.99,1.7,Hot,Clean,Frequent Outages,Regular,Office,0.0,1
Router / Switch,Cisco,Konkan/Mumbai,2020,6,4.91,9.5,Normal,Clean,UPS Protected,Occasional,Light,0.89,0
Keyboard,Dell,Konkan/Mumbai,2020,4,5.21,5.1,Normal,Clean,Direct Grid,None,Light,0.0,1
Printer,Canon,Konkan/Mumbai,2024,5,0.85,1.7,Normal,Normal,UPS Protected,None,Heavy,4.15,0
Router / Switch,Cisco,Pune/Nashik,2018,6,7.38,6.7,Normal,Normal,Direct Grid,Regular,Light,0.0,1
Projector,Epson,Konkan/Mumbai,2019,5,5.56,10.1,Hot,Normal,Direct Grid,Regular,Office,0.0,1
Monitor,Samsung,Konkan/Mumbai,2025,7,0.39,5.7,Hot,Clean,Direct Grid,Occasional,Light,6.61,0
Monitor,Acer,Pune/Nashik,2022,7,2.91,12.4,Normal,Harsh,UPS Protected,Occasional,Heavy,3.49,0
Battery,Generic,Vidarbha/Marathwada,2024,3,1.46,4.1,Hot,Clean,UPS Protected,Occasional,Office,1.31,0
Camera,Nikon,Konkan/Mumbai,2022,5,2.97,2.9,Normal,Normal,UPS Protected,None,Office,1.7,0
Projector,ViewSonic,Vidarbha/Marathwada,2022,5,3.01,6.9,Hot,Harsh,UPS Protected,Occasional,Light,1.69,0
Air Conditioner,LG,Vidarbha/Marathwada,2020,10,4.7,5.5,Hot,Normal,Direct Grid,Occasional,Light,4.88,0
Mouse,Logitech,Pune/Nashik,2022,3,2.58,12.3,Hot,Normal,UPS Protected,Occasional,Light,0.0,1
Refrigerator,Samsung,Vidarbha/Marathwada,2014,12,10.71,11.7,Hot,Harsh,Direct Grid,Occasional,Office,0.0,1
Hard Disk / SSD,Samsung,Pune/Nashik,2021,5,3.79,3.6,Cool,Clean,UPS Protected,Occasional,Office,0.62,0
Battery,Amaron,Pune/Nashik,2024,3,0.6,10.3,Hot,Normal,Direct Grid,Regular,Heavy,2.4,0
Laptop,Dell,Vidarbha/Marathwada,2023,5,1.94,13.9,Normal,Harsh,UPS Protected,Regular,Office,2.71,0
Air Conditioner,Voltas,Konkan/Mumbai,2014,10,10.67,6.7,Hot,Clean,Direct Grid,None,Light,0.0,1
Hard Disk / SSD,WD,Vidarbha/Marathwada,2024,5,1.22,1.2,Hot,Harsh,Direct Grid,Occasional,Office,3.25,0
Mouse,Dell,Vidarbha/Marathwada,2024,3,0.73,2.9,Hot,Clean,UPS Protected,Occasional,Light,2.15,0
Hard Disk / SSD,Samsung,Konkan/Mumbai,2022,5,2.88,9.2,Hot,Harsh,Direct Grid,None,Office,1.32,0
Camera,Nikon,Vidarbha/Marathwada,2025,5,0.49,7.5,Normal,Harsh,UPS Protected,Occasional,Heavy,4.31,0
Motherboard,Gigabyte,Vidarbha/Marathwada,2023,8,2.23,1.9,Hot,Harsh,Direct Grid,Occasional,Office,4.73,0
Refrigerator,Whirlpool,Konkan/Mumbai,2012,12,12.84,2.0,Hot,Normal,Direct Grid,None,Light,0.0,1
Printer,Epson,Pune/Nashik,2019,5,6.02,11.7,Hot,Normal,Direct Grid,Regular,Office,0.0,1
Keyboard,Dell,Konkan/Mumbai,2025,4,0.15,10.9,Normal,Normal,UPS Protected,Regular,Light,3.6,0
Projector,Sony,Pune/Nashik,2024,5,1.41,7.0,Cool,Clean,Direct Grid,Occasional,Office,3.59,0
Microwave,Bajaj,Vidarbha/Marathwada,2022,8,2.78,3.3,Hot,Clean,UPS Protected,Regular,Heavy,4.5,0
Printer,Epson,Konkan/Mumbai,2018,5,6.7,13.4,Hot,Normal,Direct Grid,Occasional,Light,0.0,1
Router / Switch,Cisco,Konkan/Mumbai,2019,6,5.73,10.0,Normal,Normal,Direct Grid,None,Light,0.0,1
Washing Machine,Whirlpool,Vidarbha/Marathwada,2020,10,5.45,3.0,Hot,Harsh,UPS Protected,Regular,Light,4.47,0
Television,Mi,Konkan/Mumbai,2016,8,9.14,5.6,Normal,Normal,UPS Protected,None,Office,0.0,1
Mouse,Logitech,Vidarbha/Marathwada,2023,3,2.31,12.2,Hot,Normal,Frequent Outages,Occasional,Office,0.11,0
Motherboard,Asus,Vidarbha/Marathwada,2019,8,5.61,3.9,Normal,Normal,UPS Protected,Occasional,Light,1.68,0
Mouse,HP,Konkan/Mumbai,2022,3,3.1,10.4,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Microwave,Bajaj,Pune/Nashik,2016,8,9.22,3.0,Cool,Harsh,Direct Grid,Occasional,Light,0.0,1
Microwave,Bajaj,Pune/Nashik,2016,8,9.22,4.1,Normal,Normal,UPS Protected,Occasional,Heavy,0.0,1
Motherboard,Asus,Vidarbha/Marathwada,2023,8,2.13,13.0,Hot,Clean,Direct Grid,None,Heavy,5.09,0
Motherboard,Asus,Vidarbha/Marathwada,2016,8,8.68,2.0,Normal,Clean,UPS Protected,Regular,Light,0.0,1
Washing Machine,Whirlpool,Vidarbha/Marathwada,2023,10,2.25,6.0,Hot,Normal,Frequent Outages,Occasional,Office,7.2,0
Microwave,Bajaj,Konkan/Mumbai,2023,8,2.23,5.9,Normal,Normal,Direct Grid,Regular,Light,5.44,0
Camera,Logitech,Vidarbha/Marathwada,2020,5,5.08,13.2,Hot,Harsh,Frequent Outages,Occasional,Office,0.0,1
Refrigerator,LG,Pune/Nashik,2011,12,13.52,9.2,Normal,Normal,Direct Grid,None,Heavy,0.0,1
Television,TCL,Vidarbha/Marathwada,2023,8,2.36,1.1,Hot,Clean,Direct Grid,Regular,Office,4.84,0
Washing Machine,Whirlpool,Vidarbha/Marathwada,2016,10,8.58,13.7,Hot,Normal,Direct Grid,None,Light,0.0,1
Battery,Generic,Vidarbha/Marathwada,2024,3,1.13,6.6,Cool,Normal,Direct Grid,None,Office,1.73,0
Smartwatch,Samsung,Konkan/Mumbai,2021,3,3.53,10.0,Normal,Harsh,UPS Protected,Regular,Heavy,0.0,1
Television,TCL,Pune/Nashik,2024,8,1.26,5.6,Cool,Normal,Direct Grid,Regular,Heavy,6.08,0
Television,TCL,Konkan/Mumbai,2023,8,2.16,3.8,Normal,Clean,UPS Protected,Regular,Office,5.33,0
Camera,Sony,Konkan/Mumbai,2020,5,4.52,12.2,Normal,Normal,Direct Grid,None,Office,0.0,1
Camera,Logitech,Pune/Nashik,2023,5,1.8,1.0,Normal,Clean,Direct Grid,None,Light,3.11,0
Air Conditioner,Samsung,Pune/Nashik,2016,10,8.83,3.8,Normal,Harsh,Direct Grid,Occasional,Light,0.0,1
Smartphone,Xiaomi,Konkan/Mumbai,2025,4,0.03,9.9,Normal,Clean,Direct Grid,Occasional,Heavy,3.71,0
Battery,Amaron,Vidarbha/Marathwada,2024,3,1.01,2.3,Hot,Normal,Frequent Outages,Occasional,Light,1.77,0
Battery,Luminous,Konkan/Mumbai,2024,3,0.82,9.5,Normal,Normal,UPS Protected,Occasional,Light,1.95,0
Washing Machine,Whirlpool,Konkan/Mumbai,2015,10,10.25,8.0,Normal,Normal,UPS Protected,None,Light,0.0,1
Monitor,LG,Vidarbha/Marathwada,2024,7,0.73,3.6,Cool,Normal,Direct Grid,None,Heavy,6.12,0
Hard Disk / SSD,WD,Konkan/Mumbai,2023,5,2.11,2.1,Normal,Normal,Direct Grid,None,Office,2.75,0
Router / Switch,D-Link,Konkan/Mumbai,2022,6,2.81,6.5,Normal,Normal,Frequent Outages,Occasional,Light,3.19,0
Mouse,Zebronics,Konkan/Mumbai,2023,3,2.11,6.2,Normal,Harsh,Direct Grid,Regular,Office,0.78,0
Printer,Canon,Vidarbha/Marathwada,2025,5,0.42,5.3,Normal,Clean,Direct Grid,None,Office,4.54,0
Router / Switch,D-Link,Konkan/Mumbai,2019,6,5.98,9.2,Hot,Normal,Direct Grid,None,Office,0.0,1
Battery,Amaron,Konkan/Mumbai,2021,3,3.77,3.7,Normal,Normal,Frequent Outages,None,Light,0.0,1
Television,Sony,Pune/Nashik,2023,8,1.58,10.1,Normal,Normal,Direct Grid,Regular,Light,6.42,0
Smartphone,Realme,Pune/Nashik,2019,4,5.64,8.6,Cool,Harsh,Direct Grid,None,Office,0.0,1
Motherboard,Gigabyte,Konkan/Mumbai,2021,8,4.39,13.4,Normal,Clean,Direct Grid,Occasional,Office,2.34,0
Hard Disk / SSD,Samsung,Pune/Nashik,2023,5,1.97,5.2,Normal,Normal,Direct Grid,Occasional,Office,2.71,0
Laptop,Asus,Pune/Nashik,2024,5,0.72,10.9,Cool,Clean,UPS Protected,Occasional,Light,4.28,0
Smartphone,Xiaomi,Vidarbha/Marathwada,2022,4,3.35,5.2,Normal,Harsh,Frequent Outages,Regular,Heavy,0.13,0
Router / Switch,TP-Link,Vidarbha/Marathwada,2018,6,7.39,4.6,Normal,Clean,Frequent Outages,Occasional,Heavy,0.0,1
Mouse,HP,Pune/Nashik,2023,3,1.58,13.7,Cool,Clean,Direct Grid,Regular,Office,0.97,0
Mouse,Zebronics,Vidarbha/Marathwada,2023,3,1.51,9.3,Normal,Normal,Frequent Outages,Regular,Light,1.26,0
Keyboard,Zebronics,Vidarbha/Marathwada,2022,4,3.22,8.0,Hot,Harsh,Frequent Outages,None,Office,0.22,0
Mouse,Logitech,Pune/Nashik,2024,3,1.27,5.5,Normal,Clean,Direct Grid,Regular,Light,1.72,0
Motherboard,Asus,Pune/Nashik,2023,8,2.33,6.2,Normal,Clean,UPS Protected,Occasional,Office,5.31,0
Television,LG,Vidarbha/Marathwada,2021,8,4.36,9.6,Cool,Harsh,UPS Protected,Regular,Heavy,3.1,0
Printer,Brother,Konkan/Mumbai,2023,5,2.41,13.3,Normal,Harsh,Direct Grid,None,Light,2.17,0
Computer,Assembled,Pune/Nashik,2022,6,2.74,12.1,Cool,Clean,Direct Grid,None,Light,2.74,0
Monitor,LG,Vidarbha/Marathwada,2022,7,2.68,4.0,Normal,Normal,UPS Protected,None,Office,4.01,0
Washing Machine,Whirlpool,Konkan/Mumbai,2024,10,1.29,2.7,Hot,Normal,UPS Protected,Occasional,Office,8.38,0
Mouse,HP,Konkan/Mumbai,2023,3,1.65,1.7,Normal,Clean,Direct Grid,Regular,Office,1.01,0
Smartphone,Xiaomi,Konkan/Mumbai,2023,4,2.02,8.8,Hot,Clean,Direct Grid,Occasional,Office,1.73,0
Battery,Generic,Konkan/Mumbai,2022,3,3.16,3.5,Normal,Normal,UPS Protected,Occasional,Light,0.0,1
Camera,Canon,Vidarbha/Marathwada,2021,5,4.45,2.9,Hot,Harsh,Frequent Outages,Occasional,Light,0.0,1
Mouse,Zebronics,Vidarbha/Marathwada,2024,3,1.03,4.5,Hot,Normal,Frequent Outages,Occasional,Light,1.69,0
Washing Machine,IFB,Pune/Nashik,2017,10,7.71,1.8,Hot,Clean,Direct Grid,Regular,Light,1.7,0
Refrigerator,Godrej,Konkan/Mumbai,2023,12,2.19,1.6,Cool,Normal,UPS Protected,Occasional,Office,9.6,0
Battery,Luminous,Vidarbha/Marathwada,2020,3,4.65,6.3,Hot,Normal,Direct Grid,None,Office,0.0,1
Motherboard,Asus,Konkan/Mumbai,2024,8,1.46,13.6,Normal,Harsh,UPS Protected,Occasional,Office,5.73,0
Hard Disk / SSD,Crucial,Pune/Nashik,2019,5,6.16,8.4,Normal,Clean,UPS Protected,None,Office,0.0,1
Monitor,Dell,Vidarbha/Marathwada,2024,7,1.06,12.7,Hot,Normal,Frequent Outages,Regular,Light,4.88,0
Air Conditioner,Samsung,Pune/Nashik,2024,10,1.25,5.1,Normal,Clean,Direct Grid,Regular,Office,8.75,0
Mouse,Dell,Konkan/Mumbai,2021,3,3.54,6.9,Hot,Harsh,UPS Protected,Regular,Heavy,0.0,1
Battery,Exide,Vidarbha/Marathwada,2023,3,1.75,11.3,Normal,Harsh,Direct Grid,Regular,Office,0.82,0
Laptop,Asus,Konkan/Mumbai,2025,5,0.16,5.1,Hot,Clean,Direct Grid,None,Office,4.76,0
Camera,Canon,Vidarbha/Marathwada,2023,5,1.99,11.9,Normal,Harsh,UPS Protected,None,Office,2.73,0
Refrigerator,Whirlpool,Vidarbha/Marathwada,2024,12,1.08,1.8,Normal,Normal,Frequent Outages,Regular,Office,10.92,0
Washing Machine,Whirlpool,Konkan/Mumbai,2021,10,3.88,5.2,Normal,Normal,Direct Grid,None,Light,6.05,0
Smartwatch,Apple,Vidarbha/Marathwada,2022,3,2.58,4.5,Normal,Harsh,Frequent Outages,Occasional,Office,0.0,1
Television,Sony,Pune/Nashik,2022,8,2.64,4.9,Normal,Clean,UPS Protected,Occasional,Heavy,4.98,0
Smartwatch,boAt,Pune/Nashik,2022,3,2.92,10.5,Cool,Normal,Direct Grid,None,Office,0.0,1
Battery,Amaron,Vidarbha/Marathwada,2025,3,0.35,1.4,Normal,Clean,Direct Grid,None,Heavy,2.65,0
Smartwatch,Apple,Vidarbha/Marathwada,2022,3,3.46,6.1,Hot,Normal,UPS Protected,Occasional,Office,0.0,1
Smartphone,Vivo,Vidarbha/Marathwada,2020,4,4.82,3.5,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Battery,Generic,Vidarbha/Marathwada,2023,3,2.13,7.3,Hot,Normal,Direct Grid,Occasional,Office,0.55,0
Printer,Canon,Konkan/Mumbai,2023,5,1.82,13.8,Normal,Harsh,UPS Protected,Occasional,Office,2.54,0
Camera,Canon,Pune/Nashik,2024,5,0.79,8.9,Normal,Clean,UPS Protected,None,Office,3.82,0
Microwave,IFB,Vidarbha/Marathwada,2024,8,1.19,5.6,Normal,Normal,Direct Grid,Occasional,Light,6.27,0
Television,Samsung,Pune/Nashik,2024,8,1.08,7.1,Hot,Normal,UPS Protected,None,Heavy,6.84,0
Microwave,Samsung,Pune/Nashik,2017,8,8.31,2.9,Normal,Normal,Direct Grid,None,Light,0.0,1
Laptop,Lenovo,Konkan/Mumbai,2018,5,6.59,5.0,Normal,Clean,Direct Grid,Occasional,Office,0.0,1
Mouse,HP,Pune/Nashik,2022,3,3.31,9.1,Normal,Clean,Direct Grid,None,Light,0.0,1
Camera,Sony,Pune/Nashik,2022,5,3.07,13.9,Cool,Harsh,Direct Grid,None,Office,1.23,0
Keyboard,Zebronics,Vidarbha/Marathwada,2020,4,4.97,12.2,Hot,Normal,Frequent Outages,Occasional,Light,0.0,1
Router / Switch,Cisco,Pune/Nashik,2022,6,3.05,11.2,Normal,Clean,Direct Grid,Regular,Light,2.18,0
Motherboard,Intel,Vidarbha/Marathwada,2017,8,8.0,5.4,Normal,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Camera,Nikon,Konkan/Mumbai,2021,5,3.77,13.3,Cool,Clean,UPS Protected,None,Office,0.78,0
Computer,Acer,Vidarbha/Marathwada,2020,6,5.11,9.1,Hot,Normal,Frequent Outages,None,Light,0.0,1
Camera,Canon,Konkan/Mumbai,2024,5,1.46,2.4,Hot,Normal,Direct Grid,Regular,Heavy,3.13,0
Television,Mi,Pune/Nashik,2015,8,9.64,1.3,Normal,Clean,UPS Protected,None,Office,0.0,1
Microwave,IFB,Konkan/Mumbai,2021,8,4.15,11.6,Normal,Harsh,UPS Protected,Occasional,Heavy,2.96,0
Keyboard,Dell,Pune/Nashik,2021,4,3.77,4.7,Cool,Clean,UPS Protected,None,Light,0.0,1
Motherboard,Gigabyte,Vidarbha/Marathwada,2024,8,1.18,2.7,Normal,Harsh,UPS Protected,None,Office,6.75,0
Router / Switch,Netgear,Konkan/Mumbai,2020,6,4.77,3.4,Normal,Harsh,Direct Grid,None,Light,0.41,0
Television,Samsung,Pune/Nashik,2021,8,3.75,5.6,Cool,Normal,UPS Protected,None,Light,4.0,0
Computer,Assembled,Pune/Nashik,2023,6,2.08,7.9,Hot,Clean,Direct Grid,None,Light,3.53,0
Printer,Canon,Pune/Nashik,2022,5,2.73,7.4,Hot,Normal,Frequent Outages,Occasional,Office,1.95,0
Projector,Epson,Vidarbha/Marathwada,2020,5,4.59,9.7,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Smartwatch,Noise,Vidarbha/Marathwada,2022,3,3.36,8.2,Hot,Normal,UPS Protected,Occasional,Office,0.0,1
Printer,Canon,Pune/Nashik,2023,5,2.19,2.7,Cool,Clean,Direct Grid,Regular,Light,2.81,0
Computer,Dell,Pune/Nashik,2025,6,0.1,10.9,Hot,Harsh,UPS Protected,None,Light,5.6,0
Mouse,Logitech,Vidarbha/Marathwada,2023,3,1.81,12.7,Hot,Clean,Direct Grid,Occasional,Light,0.69,0
Battery,Exide,Konkan/Mumbai,2023,3,1.51,11.2,Cool,Normal,Direct Grid,Occasional,Office,1.33,0
Printer,Epson,Pune/Nashik,2021,5,3.95,5.0,Cool,Normal,Frequent Outages,Occasional,Heavy,0.28,0
Laptop,Dell,Konkan/Mumbai,2018,5,7.0,8.4,Normal,Harsh,Direct Grid,None,Heavy,0.0,1
Refrigerator,Whirlpool,Konkan/Mumbai,2018,12,7.2,4.0,Normal,Clean,UPS Protected,Regular,Office,4.7,0
Smartwatch,Noise,Konkan/Mumbai,2024,3,0.76,3.3,Hot,Harsh,Direct Grid,Regular,Heavy,1.97,0
Battery,Generic,Konkan/Mumbai,2023,3,1.66,5.2,Normal,Clean,Direct Grid,Regular,Light,1.31,0
Air Conditioner,Voltas,Vidarbha/Marathwada,2022,10,3.06,12.8,Cool,Harsh,Frequent Outages,Occasional,Office,5.31,0
Monitor,BenQ,Konkan/Mumbai,2024,7,1.02,5.9,Normal,Normal,Direct Grid,Occasional,Office,5.98,0
Laptop,Asus,Vidarbha/Marathwada,2019,5,5.8,12.0,Normal,Clean,UPS Protected,Regular,Light,0.0,1
Laptop,HP,Konkan/Mumbai,2021,5,3.89,11.5,Normal,Normal,Direct Grid,Occasional,Office,0.3,0
Mouse,Logitech,Konkan/Mumbai,2024,3,1.2,5.9,Cool,Clean,UPS Protected,Occasional,Heavy,1.66,0
Projector,BenQ,Vidarbha/Marathwada,2018,5,6.55,9.8,Hot,Harsh,UPS Protected,Occasional,Light,0.0,1
Smartwatch,Samsung,Pune/Nashik,2022,3,3.3,1.3,Normal,Harsh,UPS Protected,Occasional,Light,0.0,1
Camera,Sony,Vidarbha/Marathwada,2024,5,0.74,11.1,Hot,Normal,Frequent Outages,None,Heavy,3.48,0
Television,TCL,Vidarbha/Marathwada,2018,8,6.77,5.7,Normal,Harsh,Direct Grid,Regular,Office,0.0,1
Smartphone,Samsung,Konkan/Mumbai,2021,4,4.42,4.1,Cool,Normal,UPS Protected,Regular,Heavy,0.0,1
Television,LG,Pune/Nashik,2015,8,9.9,11.3,Hot,Clean,UPS Protected,Occasional,Office,0.0,1
Mouse,Dell,Konkan/Mumbai,2023,3,2.18,13.5,Normal,Harsh,Direct Grid,Regular,Heavy,0.27,0
Motherboard,MSI,Konkan/Mumbai,2024,8,1.05,11.1,Normal,Normal,UPS Protected,Occasional,Light,6.75,0
Smartwatch,Samsung,Pune/Nashik,2023,3,2.07,1.8,Normal,Clean,Frequent Outages,Regular,Heavy,0.71,0
Smartphone,Apple,Vidarbha/Marathwada,2025,4,0.33,7.3,Normal,Normal,UPS Protected,None,Office,3.67,0
Hard Disk / SSD,WD,Konkan/Mumbai,2023,5,1.72,2.9,Normal,Normal,UPS Protected,Regular,Office,3.28,0
Smartwatch,Noise,Pune/Nashik,2020,3,4.75,10.8,Cool,Normal,Direct Grid,Occasional,Office,0.0,1
Laptop,Acer,Vidarbha/Marathwada,2021,5,3.66,2.9,Normal,Clean,Direct Grid,None,Light,1.34,0
Washing Machine,LG,Vidarbha/Marathwada,2024,10,1.14,6.5,Hot,Normal,Direct Grid,Occasional,Light,8.86,0
Camera,Logitech,Pune/Nashik,2020,5,5.47,2.7,Normal,Normal,UPS Protected,Regular,Office,0.0,1
Mouse,Zebronics,Konkan/Mumbai,2024,3,0.51,5.4,Normal,Harsh,Direct Grid,Regular,Heavy,2.31,0
Projector,Sony,Konkan/Mumbai,2020,5,5.15,2.3,Normal,Harsh,Direct Grid,Regular,Light,0.0,1
Smartphone,Realme,Pune/Nashik,2021,4,4.49,6.9,Normal,Clean,UPS Protected,None,Office,0.0,1
Air Conditioner,LG,Vidarbha/Marathwada,2015,10,9.64,2.3,Hot,Clean,Frequent Outages,Regular,Light,0.0,1
Refrigerator,Samsung,Vidarbha/Marathwada,2023,12,1.66,13.1,Normal,Clean,Frequent Outages,Regular,Heavy,9.53,0
Printer,HP,Pune/Nashik,2020,5,4.68,5.9,Hot,Normal,UPS Protected,Regular,Office,0.0,1
Printer,Canon,Vidarbha/Marathwada,2021,5,3.79,9.8,Normal,Harsh,Direct Grid,Regular,Heavy,0.71,0
